R_fighter,B_fighter,Referee,date,location,Winner,title_bout,weight_class,B_wins,B_losses,B_draw,R_wins,R_losses,R_draw,B_Stance,R_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age
Jose Aldo,Jeremy Stephens,Yves Lavigne,07/28_2018,"Calgary, Alberta, Canada",Red,False,Featherweight,15,13,0,8,3,0,Orthodox,Orthodox,175.26,180.34,145.0,170.18,177.8,135.0,32.0,31.0
Hakeem Dawodu,Austin Arnett,Yves Lavigne,07/28_2018,"Calgary, Alberta, Canada",Red,False,Featherweight,0,1,0,0,1,0,Orthodox,Orthodox,182.88,182.88,145.0,172.72,185.42,145.0,26.0,27.0
Jordan Mein,Alex Morono,Keith Peterson,07/28_2018,"Calgary, Alberta, Canada",Red,False,Welterweight,3,2,0,4,4,0,Orthodox,Orthodox,180.34,182.88,170.0,182.88,185.42,170.0,27.0,28.0
Dustin Ortiz,Matheus Nicolau,Keith Peterson,07/28_2018,"Calgary, Alberta, Canada",Red,False,Flyweight,3,0,0,7,5,0,Orthodox,Orthodox,167.64,167.64,125.0,165.1,165.1,125.0,25.0,29.0
Randa Markos,Nina Ansaroff,Yves Lavigne,07/28_2018,"Calgary, Alberta, Canada",Blue,False,WomenStrawweight,2,2,0,4,4,0,Orthodox,Orthodox,165.1,162.56,115.0,162.56,160.02,115.0,32.0,32.0
Alexis Davis,Katlyn Chookagian,Andy Social,07/28_2018,"Calgary, Alberta, Canada",Blue,False,WomenFlyweight,3,1,0,6,2,0,Orthodox,Orthodox,175.26,172.72,125.0,167.64,172.72,135.0,29.0,33.0
Devin Powell,Alvaro Herrera Mendoza,Marc Goddard,07/28_2018,"Calgary, Alberta, Canada",Red,False,Lightweight,1,2,0,0,2,0,Orthodox,Orthodox,182.88,187.96,155.0,182.88,185.42,155.0,28.0,30.0
John Makdessi,Ross Pearson,Yves Lavigne,07/28_2018,"Calgary, Alberta, Canada",Red,False,Lightweight,12,12,0,8,6,0,Orthodox,Orthodox,172.72,175.26,155.0,172.72,172.72,155.0,33.0,33.0
Mauricio Rua,Anthony Smith,Marc Goddard,07/22_2018,"Hamburg, Hamburg, Germany",Blue,False,LightHeavyweight,5,3,0,9,8,0,Orthodox,Orthodox,193.04,193.04,205.0,185.42,193.04,205.0,29.0,36.0
Glover Teixeira,Corey Anderson,Leon Roberts,07/22_2018,"Hamburg, Hamburg, Germany",Blue,False,LightHeavyweight,7,4,0,10,4,0,Orthodox,Orthodox,190.5,200.66,205.0,187.96,193.04,205.0,28.0,38.0
Emil Meek,Bartosz Fabinski,Kevin Sataki,07/22_2018,"Hamburg, Hamburg, Germany",Blue,False,Welterweight,2,0,0,1,1,0,Orthodox,Switch,182.88,190.5,170.0,180.34,187.96,170.0,32.0,29.0
Vitor Miranda,Abu Azaitar,Kevin Sataki,07/22_2018,"Hamburg, Hamburg, Germany",Blue,False,Middleweight,0,0,0,3,3,0,Orthodox,Orthodox,175.26,193.04,185.0,185.42,195.58,185.0,32.0,39.0
Danny Roberts,David Zawada,Leon Roberts,07/22_2018,"Hamburg, Hamburg, Germany",Red,False,Welterweight,0,0,0,4,2,0,Orthodox,Southpaw,182.88,190.5,170.0,185.42,187.96,170.0,27.0,31.0
Nasrat Haqparast,Marc Diakiese,Tomasz Bronder,07/22_2018,"Hamburg, Hamburg, Germany",Red,False,Lightweight,3,2,0,0,1,0,Orthodox,Southpaw,177.8,185.42,155.0,177.8,182.88,155.0,25.0,22.0
Nick Hein,Damir Hadzovic,Rich Mitchell,07/22_2018,"Hamburg, Hamburg, Germany",Blue,False,Lightweight,1,2,0,4,2,0,Orthodox,Southpaw,175.26,177.8,155.0,167.64,167.64,155.0,31.0,34.0
Marcin Tybura,Stefan Struve,Marc Goddard,07/22_2018,"Hamburg, Hamburg, Germany",Red,False,Heavyweight,12,8,0,3,3,0,Orthodox,Orthodox,210.82,213.36,265.0,190.5,198.12,249.0,30.0,32.0
Davey Grant,Manny Bermudez,Tomaz Bendy,07/22_2018,"Hamburg, Hamburg, Germany",Blue,False,Bantamweight,1,0,0,1,2,0,Orthodox,Orthodox,177.8,180.34,145.0,172.72,175.26,135.0,24.0,32.0
Khalid Taha,Nad Narimani,Marc Goddard,07/22_2018,"Hamburg, Hamburg, Germany",Blue,False,Featherweight,0,0,0,0,0,0,Orthodox,Orthodox,172.72,177.8,145.0,165.1,175.26,135.0,31.0,26.0
Justin Ledet,Aleksandar Rakic,Leon Roberts,07/22_2018,"Hamburg, Hamburg, Germany",Blue,False,LightHeavyweight,1,0,0,3,0,0,Orthodox,Orthodox,193.04,198.12,205.0,193.04,203.2,205.0,26.0,29.0
Jeremy Kimball,Darko Stosic,Rich Mitchell,07/22_2018,"Hamburg, Hamburg, Germany",Blue,False,LightHeavyweight,0,0,0,1,2,0,Orthodox,Switch,182.88,193.04,205.0,182.88,182.88,205.0,26.0,27.0
Damian Stasiak,Pingyuan Liu,Kevin Sataki,07/22_2018,"Hamburg, Hamburg, Germany",Blue,False,Bantamweight,0,0,0,2,3,0,Orthodox,Orthodox,167.64,182.88,135.0,165.1,177.8,135.0,25.0,28.0
Myles Jury,Chad Mendes,Jason Herzog,07/14_2018,"Boise, Idaho, USA",Blue,False,Featherweight,8,4,0,8,2,0,Orthodox,Orthodox,167.64,167.64,145.0,177.8,185.42,145.0,33.0,29.0
Darren Elkins,Alexander Volkanovski,Jason Herzog,07/14_2018,"Boise, Idaho, USA",Blue,False,Featherweight,4,0,0,14,4,0,Orthodox,Orthodox,167.64,180.34,145.0,177.8,180.34,145.0,29.0,34.0
Randy Brown,Niko Price,Herb Dean,07/14_2018,"Boise, Idaho, USA",Blue,False,Welterweight,3,2,0,4,2,0,Orthodox,Orthodox,182.88,193.04,170.0,190.5,198.12,170.0,28.0,28.0
Junior Dos Santos,Blagoy Ivanov,Herb Dean,07/14_2018,"Boise, Idaho, USA",Red,False,Heavyweight,0,0,0,12,4,0,Southpaw,Orthodox,180.34,185.42,250.0,193.04,195.58,238.0,31.0,34.0
Sage Northcutt,Zak Ottow,Jason Herzog,07/14_2018,"Boise, Idaho, USA",Red,False,Welterweight,3,2,0,5,2,0,Orthodox,Orthodox,180.34,182.88,170.0,182.88,180.34,170.0,31.0,22.0
Cat Zingano,Marion Reneau,Rulon Day,07/14_2018,"Boise, Idaho, USA",Red,False,WomenBantamweight,5,3,0,2,3,0,Orthodox,Southpaw,167.64,172.72,135.0,167.64,172.72,145.0,41.0,36.0
Dennis Bermudez,Rick Glenn,Tom Supnet,07/14_2018,"Boise, Idaho, USA",Blue,False,Featherweight,2,2,0,9,6,0,Southpaw,Orthodox,182.88,177.8,145.0,167.64,167.64,155.0,29.0,31.0
Eddie Wineland,Alejandro Perez,Tom Supnet,07/14_2018,"Boise, Idaho, USA",Blue,False,Bantamweight,6,2,0,5,6,0,Orthodox,Orthodox,167.64,170.18,145.0,170.18,175.26,135.0,28.0,34.0
Kurt Holobaugh,Raoni Barcelos,Herb Dean,07/14_2018,"Boise, Idaho, USA",Blue,False,Featherweight,0,0,0,0,1,0,Orthodox,Orthodox,170.18,170.18,135.0,180.34,177.8,155.0,31.0,31.0
Mark De La Rosa,Elias Garcia,Rulon Day,07/14_2018,"Boise, Idaho, USA",Red,False,Flyweight,0,0,0,0,1,0,Southpaw,Orthodox,165.1,170.18,125.0,167.64,165.1,135.0,25.0,23.0
Justin Scoggins,Said Nurmagomedov,Rulon Day,07/14_2018,"Boise, Idaho, USA",Blue,False,Flyweight,0,0,0,4,4,0,Orthodox,Southpaw,172.72,177.8,135.0,170.18,167.64,125.0,26.0,26.0
Jessica Aguilar,Jodie Esquibel,Herb Dean,07/14_2018,"Boise, Idaho, USA",Red,False,WomenStrawweight,0,1,0,0,2,0,Orthodox,Orthodox,154.94,162.56,115.0,160.02,160.02,115.0,32.0,36.0
Liz Carmouche,Jennifer Maia,Tom Supnet,07/14_2018,"Boise, Idaho, USA",Red,False,WomenFlyweight,0,0,0,3,4,0,Orthodox,Orthodox,162.56,162.56,125.0,167.64,167.64,125.0,29.0,34.0
Stipe Miocic,Daniel Cormier,Marc Goddard,07/07_2018,"Las Vegas, Nevada, USA",Blue,True,Heavyweight,9,2,0,12,2,0,Orthodox,Orthodox,180.34,182.88,235.0,193.04,203.2,240.0,39.0,35.0
Raphael Assuncao,Rob Font,Marc Goddard,07/07_2018,"Las Vegas, Nevada, USA",Red,False,Bantamweight,5,2,0,10,2,0,Orthodox,Orthodox,172.72,180.34,135.0,165.1,167.64,135.0,31.0,35.0
Lando Vannata,Drakkar Klose,Mark Smith,07/07_2018,"Las Vegas, Nevada, USA",Blue,False,Lightweight,2,1,0,1,3,0,Orthodox,Orthodox,175.26,177.8,155.0,175.26,180.34,155.0,30.0,26.0
Gokhan Saki,Khalil Rountree Jr.,Jason Herzog,07/07_2018,"Las Vegas, Nevada, USA",Blue,False,LightHeavyweight,2,3,0,1,0,0,Southpaw,Orthodox,185.42,193.04,205.0,182.88,185.42,205.0,28.0,34.0
Uriah Hall,Paulo Costa,Mark Smith,07/07_2018,"Las Vegas, Nevada, USA",Blue,False,Middleweight,3,0,0,6,6,0,Orthodox,Orthodox,185.42,182.88,185.0,182.88,200.66,185.0,27.0,33.0
Francis Ngannou,Derrick Lewis,Herb Dean,07/07_2018,"Las Vegas, Nevada, USA",Blue,False,Heavyweight,10,3,0,6,1,0,Orthodox,Orthodox,190.5,200.66,260.0,193.04,210.82,250.0,33.0,31.0
Paul Felder,Mike Perry,Marc Goddard,07/07_2018,"Las Vegas, Nevada, USA",Blue,False,Welterweight,4,3,0,7,3,0,Orthodox,Orthodox,177.8,180.34,170.0,180.34,177.8,155.0,26.0,34.0
